"mp-10250",0.747576,0.747576,0.747576
"mp-1074",0.17607,0.17607,0.17607
"mp-10748",0.274375,0.274375,0.274375
"mp-1217",0.250294,0.250294,0.250294
"mp-13827",1.644935,1.644935,1.644935
"mp-13875",0.726731,0.726731,0.726731
"mp-14001",0.199617,0.199617,0.199617
"mp-14002",0.213578,0.213578,0.213578
"mp-14213",0.279997,0.279997,0.279997
"mp-14214",0.230354,0.230354,0.230354
"mp-14215",0.215075,0.215075,0.215075
"mp-14407",0.151039,0.151039,0.151039
"mp-14607",0.572077,0.572077,0.572077
"mp-14712",1.620751,1.620751,1.620751
"mp-14753",1.033229,1.033229,1.033229
"mp-14827",1.161338,1.161338,1.161338
"mp-14889",0.3045,0.3045,0.3045
"mp-14890",0.216312,0.216312,0.216312
"mp-15077",0.257571,0.257571,0.257571
"mp-15500",0.286397,0.286397,0.286397
"mp-15501",0.253842,0.253842,0.253842
"mp-15502",0.234601,0.234601,0.234601
"mp-15503",0.214626,0.214626,0.214626
"mp-16108",0.861457,0.861457,0.861457
"mp-16363",0.517817,0.517817,0.517817
"mp-16793",0.743146,0.743146,0.743146
"mp-17167",0.71694,0.71694,0.71694
"mp-17250",0.407002,0.407002,0.407002
"mp-17493",0.761448,0.761448,0.761448
"mp-17538",0.2094,0.2094,0.2094
"mp-1888",0.149927,0.149927,0.149927
"mp-2030",0.611871,0.611871,0.611871
"mp-20820",0.680076,0.680076,0.680076
"mp-2146",0.174618,0.174618,0.174618
"mp-21855",0.281256,0.281256,0.281256
"mp-226",0.785064,0.785064,0.785064
"mp-22865",0.168937,0.168937,0.168937
"mp-22875",0.208613,0.208613,0.208613
"mp-22906",0.137316,0.137316,0.137316
"mp-2310",0.564047,0.564047,0.564047
"mp-23145",0.900832,0.900832,0.900832
"mp-23147",0.875127,0.875127,0.875127
"mp-23149",0.797054,0.797054,0.797054
"mp-23167",0.331351,0.331351,0.331351
"mp-23287",0.317142,0.317142,0.317142
"mp-23302",0.14488,0.14488,0.14488
"mp-23370",0.183621,0.183621,0.183621
"mp-23420",0.291864,0.291864,0.291864
"mp-23476",0.264138,0.264138,0.264138
"mp-23592",0.194379,0.194379,0.194379
"mp-23648",0.980177,0.980177,0.980177
"mp-23651",0.667498,0.667498,0.667498
"mp-23656",0.694776,0.694776,0.694776
"mp-23659",0.665413,0.665413,0.665413
"mp-23737",0.756183,0.756183,0.756183
"mp-23818",0.520088,0.520088,0.520088
"mp-23949",0.851664,0.851664,0.851664
"mp-24006",0.839393,0.839393,0.839393
"mp-24052",0.453976,0.453976,0.453976
"mp-2488",0.540933,0.540933,0.540933
"mp-2589",1.199819,1.199819,1.199819
"mp-2604",0.225439,0.225439,0.225439
"mp-2667",0.1523,0.1523,0.1523
"mp-27294",0.330554,0.330554,0.330554
"mp-27528",0.208982,0.208982,0.208982
"mp-27625",0.309306,0.309306,0.309306
"mp-27626",0.291132,0.291132,0.291132
"mp-27779",0.268878,0.268878,0.268878
"mp-28069",0.388744,0.388744,0.388744
"mp-28140",0.307812,0.307812,0.307812
"mp-28171",0.243627,0.243627,0.243627
"mp-28585",0.238104,0.238104,0.238104
"mp-28590",0.162168,0.162168,0.162168
"mp-28593",0.839561,0.839561,0.839561
"mp-28686",0.663558,0.663558,0.663558
"mp-28730",0.264928,0.264928,0.264928
"mp-28914",0.232776,0.232776,0.232776
"mp-28980",0.165297,0.165297,0.165297
"mp-28988",0.199275,0.199275,0.199275
"mp-29043",0.174224,0.174224,0.174224
"mp-29044",0.179785,0.179785,0.179785
"mp-29052",0.180742,0.180742,0.180742
"mp-29078",0.188822,0.188822,0.188822
"mp-29168",0.152809,0.152809,0.152809
"mp-29342",0.428545,0.428545,0.428545
"mp-29379",0.120499,0.120499,0.120499
"mp-29746",0.249229,0.249229,0.249229
"mp-29799",0.426882,0.426882,0.426882
"mp-2983",0.989524,0.989524,0.989524
"mp-29834",0.142658,0.142658,0.142658
"mp-30230",0.194463,0.194463,0.194463
"mp-34337",0.815681,0.815681,0.815681
"mp-3448",0.818225,0.818225,0.818225
"mp-361",0.70767,0.70767,0.70767
"mp-3614",1.617536,1.617536,1.617536
"mp-36248",0.647376,0.647376,0.647376
"mp-3762",0.341494,0.341494,0.341494
"mp-3949",0.257713,0.257713,0.257713
"mp-4043",0.270614,0.270614,0.270614
"mp-4081",0.251251,0.251251,0.251251
"mp-4157",0.687096,0.687096,0.687096
"mp-4396",0.560524,0.560524,0.560524
"mp-4604",1.335231,1.335231,1.335231
"mp-4825",1.389905,1.389905,1.389905
"mp-530399",1.829296,1.829296,1.829296
"mp-530545",0.238649,0.238649,0.238649
"mp-530571",0.666781,0.666781,0.666781
"mp-531297",0.363824,0.363824,0.363824
"mp-534870",0.778308,0.778308,0.778308
"mp-554203",0.70899,0.70899,0.70899
"mp-554560",1.013033,1.013033,1.013033
"mp-554733",0.727288,0.727288,0.727288
"mp-556287",0.654136,0.654136,0.654136
"mp-556528",0.259215,0.259215,0.259215
"mp-556627",0.277062,0.277062,0.277062
"mp-556649",0.682952,0.682952,0.682952
"mp-556886",0.755538,0.755538,0.755538
"mp-557112",0.662278,0.662278,0.662278
"mp-557456",0.705594,0.705594,0.705594
"mp-559084",0.669254,0.669254,0.669254
"mp-559286",0.704105,0.704105,0.704105
"mp-559835",0.554728,0.554728,0.554728
"mp-560072",0.799258,0.799258,0.799258
"mp-560894",1.05892,1.05892,1.05892
"mp-561202",0.223589,0.223589,0.223589
"mp-5621",0.319439,0.319439,0.319439
"mp-5626",0.123415,0.123415,0.123415
"mp-567185",0.200479,0.200479,0.200479
"mp-567486",1.085041,1.085041,1.085041
"mp-567910",0.187638,0.187638,0.187638
"mp-568397",0.275801,0.275801,0.275801
"mp-568544",0.417355,0.417355,0.417355
"mp-568612",0.220697,0.220697,0.220697
"mp-568847",0.198602,0.198602,0.198602
"mp-569225",0.137426,0.137426,0.137426
"mp-570135",0.215173,0.215173,0.215173
"mp-570223",0.504613,0.504613,0.504613
"mp-570652",0.259198,0.259198,0.259198
"mp-571056",0.101896,0.101896,0.101896
"mp-571184",0.202719,0.202719,0.202719
"mp-571341",0.248367,0.248367,0.248367
"mp-571369",0.89354,0.89354,0.89354
"mp-571478",0.194643,0.194643,0.194643
"mp-574224",0.116077,0.116077,0.116077
"mp-583553",0.269775,0.269775,0.269775
"mp-5878",0.830501,0.830501,0.830501
"mp-621964",0.14738,0.14738,0.14738
"mp-623862",0.197077,0.197077,0.197077
"mp-628768",0.221746,0.221746,0.221746
"mp-632319",0.565689,0.565689,0.565689
"mp-6404",1.193954,1.193954,1.193954
"mp-643071",0.455722,0.455722,0.455722
"mp-643246",0.270909,0.270909,0.270909
"mp-643293",0.294915,0.294915,0.294915
"mp-644203",0.491785,0.491785,0.491785
"mp-644264",0.686788,0.686788,0.686788
"mp-646878",0.234911,0.234911,0.234911
"mp-649327",0.19237,0.19237,0.19237
"mp-675142",0.195418,0.195418,0.195418
"mp-6856",0.869104,0.869104,0.869104
"mp-694981",1.010786,1.010786,1.010786
"mp-7104",0.588222,0.588222,0.588222
"mp-723378",0.83914,0.83914,0.83914
"mp-730",0.385475,0.385475,0.385475
"mp-755309",0.341498,0.341498,0.341498
"mp-756361",0.531025,0.531025,0.531025
"mp-760375",0.388101,0.388101,0.388101
"mp-7604",1.093699,1.093699,1.093699
"mp-768523",0.660402,0.660402,0.660402
"mp-771046",0.887372,0.887372,0.887372
"mp-772617",0.809106,0.809106,0.809106
"mp-7787",0.535372,0.535372,0.535372
"mp-8399",0.50259,0.50259,0.50259
"mp-8402",0.617358,0.617358,0.617358
"mp-8484",0.790111,0.790111,0.790111
"mp-8594",0.262297,0.262297,0.262297
"mp-862832","nan","nan","nan"
"mp-8630",0.298464,0.298464,0.298464
"mp-8686",0.257748,0.257748,0.257748
"mp-8878",1.321683,1.321683,1.321683
"mp-9191",0.164677,0.164677,0.164677
"mp-9295",0.214491,0.214491,0.214491
"mp-953",0.480346,0.480346,0.480346
"mp-978840",1.037309,1.037309,1.037309
"mp-978844",0.832382,0.832382,0.832382
"mp-981379",0.337647,0.337647,0.337647
"mp-984729",0.699359,0.699359,0.699359
"mp-985586",0.481425,0.481425,0.481425
"mp-991652",0.223786,0.223786,0.223786
"mp-991676",0.221303,0.221303,0.221303
"mp-10219",1.370597,1.370597,0.791806
"mp-10322",0.676835,0.676835,0.439528
"mp-10488",0.214169,0.214169,0.16128
"mp-10489",0.212245,0.212245,0.154662
"mp-10534",0.366549,0.366549,0.308397
"mp-10932",0.546752,0.546752,0.453705
"mp-10942",0.705532,0.705532,0.592425
"mp-11025",0.41752,0.41752,0.423393
"mp-12112",0.301006,0.301006,0.284782
"mp-1249",1.148723,1.148723,1.521916
"mp-12620",0.411418,0.411418,0.343921
"mp-12621",0.357423,0.357423,0.27746
"mp-12902",0.253634,0.253634,0.198544
"mp-12903",0.27939,0.27939,0.232937
"mp-12904",0.251008,0.251008,0.198794
"mp-1323",1.328771,1.328771,1.271519
"mp-13758",0.716243,0.716243,0.718291
"mp-13820",0.768404,0.768404,0.731435
"mp-13836",0.68908,0.68908,0.850607
"mp-13843",0.817472,0.817472,0.735388
"mp-13985",0.656786,0.656786,0.733603
"mp-13986",0.599927,0.599927,0.671476
"mp-14249",0.280616,0.280616,0.376019
"mp-14324",0.738781,0.738781,0.666731
"mp-14415",0.77626,0.77626,0.711529
"mp-14416",0.796759,0.796759,0.735372
"mp-14420",0.861474,0.861474,0.793436
"mp-14495",1.178597,1.178597,1.223402
"mp-15844",1.063618,1.063618,0.960924
"mp-16236",0.219515,0.219515,0.162402
"mp-16695",0.755409,0.755409,0.565439
"mp-16742",0.248861,0.248861,0.174691
"mp-16929",1.036455,1.036455,0.889029
"mp-16995",1.048145,1.048145,0.924999
"mp-17244",0.319088,0.319088,0.30641
"mp-17392",0.688651,0.688651,0.565305
"mp-18129",0.34177,0.34177,0.35059
"mp-18422",0.477925,0.477925,0.635228
"mp-1873",1.030358,1.030358,1.105813
"mp-19926",0.807531,0.807531,0.717803
"mp-20778",0.838703,0.838703,0.77289
"mp-21228",0.378886,0.378886,0.269351
"mp-21964",0.32369,0.32369,0.480598
"mp-22917",0.301222,0.301222,0.133981
"mp-22934",0.257189,0.257189,0.131061
"mp-22939",0.57617,0.57617,0.185053
"mp-22951",0.243238,0.243238,0.157546
"mp-22956",0.274933,0.274933,0.143038
"mp-22957",0.429454,0.429454,0.338303
"mp-22964",0.453547,0.453547,0.290932
"mp-22969",0.293732,0.293732,0.105745
"mp-22987",0.420798,0.420798,0.089207
"mp-23008",0.351597,0.351597,0.184653
"mp-23023",0.507927,0.507927,0.197407
"mp-23024",0.371142,0.371142,0.24865
"mp-23025",0.576707,0.576707,0.251331
"mp-23046",0.299107,0.299107,0.148644
"mp-23058",0.582222,0.582222,0.264835
"mp-23068",0.501559,0.501559,0.21307
"mp-23070",0.271064,0.271064,0.213472
"mp-23364",0.387462,0.387462,0.165561
"mp-23432",0.307309,0.307309,0.259217
"mp-23710",0.939585,0.939585,1.210386
"mp-23778",0.870186,0.870186,1.531197
"mp-23859",0.548652,0.548652,0.370892
"mp-23860",0.349416,0.349416,0.276483
"mp-23861",0.257594,0.257594,0.221408
"mp-23862",0.212574,0.212574,0.133124
"mp-23947",0.323252,0.323252,0.333238
"mp-23948",0.466456,0.466456,0.411935
"mp-24204",0.295802,0.295802,0.122335
"mp-24205",0.261069,0.261069,0.185233
"mp-24409",0.499584,0.499584,0.50615
"mp-24422",0.394015,0.394015,0.211079
"mp-24423",0.311925,0.311925,0.214965
"mp-24424",0.240551,0.240551,0.192398
"mp-24822",0.932046,0.932046,0.987779
"mp-2574",1.638526,1.638526,1.369845
"mp-2657",2.160363,2.160363,3.59085
"mp-27138",0.201225,0.201225,0.101765
"mp-27243",0.196264,0.196264,0.095133
"mp-27375",0.094879,0.094879,0.137789
"mp-27439",0.495742,0.495742,0.093798
"mp-27546",0.693296,0.693296,0.491828
"mp-27689",0.622748,0.622748,0.624402
"mp-27809",0.279479,0.279479,0.243835
"mp-2782",0.417494,0.417494,0.423319
"mp-27823",0.611445,0.611445,0.26748
"mp-27984",0.568349,0.568349,0.264728
"mp-27985",0.815545,0.815545,0.364822
"mp-28020",0.267466,0.267466,0.317499
"mp-28021",0.275746,0.275746,0.237503
"mp-28065",0.622972,0.622972,0.191789
"mp-28066",0.540185,0.540185,0.146544
"mp-28067",0.446229,0.446229,0.084838
"mp-28255",0.717799,0.717799,0.525838
"mp-28274",0.575986,0.575986,0.489989
"mp-28320",0.135623,0.135623,0.170094
"mp-28365",0.461511,0.461511,0.419125
"mp-28505",0.161494,0.161494,0.233438
"mp-28517",0.132337,0.132337,0.101791
"mp-28768",0.26505,0.26505,0.26184
"mp-28782",0.484375,0.484375,0.497296
"mp-28920",0.193381,0.193381,0.148338
"mp-28931",0.934916,0.934916,1.167143
"mp-29136",0.431437,0.431437,0.405172
"mp-29138",0.132134,0.132134,0.502868
"mp-29143",0.374929,0.374929,0.383839
"mp-29169",0.379463,0.379463,0.536949
"mp-29170",0.342227,0.342227,0.501481
"mp-29254",0.399418,0.399418,0.107434
"mp-29313",0.346973,0.346973,0.420659
"mp-29327",0.497066,0.497066,0.166681
"mp-29359",0.387722,0.387722,0.228276
"mp-29362",0.226317,0.226317,0.2855
"mp-29456",0.324721,0.324721,0.117516
